iter	MultiClass
127	0.09150827354
128	0.09070004356
129	0.08999725145
130	0.08930524287
131	0.08857806182
132	0.08791058183
133	0.08716558922
134	0.08656889894
135	0.08590861949
136	0.08528710527
137	0.08485587492
138	0.08437590033
139	0.08394392436
140	0.08339981995
141	0.0826450035
142	0.08207764759
143	0.08142925256
144	0.08097036935
145	0.08047222028
146	0.0799675795
147	0.07959691254
148	0.07913102377
149	0.0787237219
150	0.07822715506
151	0.07780618336
152	0.07746810095
153	0.07698050429
154	0.07659022901
155	0.07609639506
156	0.07548264964
157	0.07506766817
158	0.07490698865
159	0.07462339102
160	0.07389377681
161	0.07321282155
162	0.07284677867
163	0.07251098024
164	0.07206087339
165	0.07185443003
166	0.07136125328
167	0.07098012912
168	0.07058287365
169	0.07022954953
170	0.06978236858
171	0.06954067086
172	0.06911358154
173	0.06861004664
174	0.06823751399
175	0.06787895651
176	0.06748283385
177	0.06712509714
178	0.06676299873
179	0.06634650521
180	0.0660494964
181	0.06568641399
182	0.06547614573
183	0.06514721502
184	0.06490785132
185	0.06470759221
186	0.064502473
187	0.06402851586
188	0.06380560017
189	0.06359095722
190	0.06330092135
191	0.06291766478
192	0.06270825613
193	0.06240614237
194	0.06193205967
195	0.06169676496
196	0.06140337418
197	0.06100412335
198	0.06071567376
199	0.0604740791
200	0.06020247701
201	0.05980178296
202	0.05937434431
203	0.05921724643
204	0.05909973283
205	0.05894953874
206	0.0586122914
207	0.05835744084
208	0.05804551769
209	0.05782799172
210	0.0576016011
211	0.0573606559
212	0.05711958883
213	0.05684233737
214	0.05656138902
215	0.05632186974
216	0.05601992308
217	0.05581095599
218	0.05547705001
219	0.05513494711
220	0.05496146828
221	0.05468903187
222	0.0544672665
223	0.05409883234
224	0.05380229594
225	0.05349166553
226	0.05331446001
227	0.05307231876
228	0.05289536857
229	0.05277954949
230	0.05251485427
231	0.05230944687
232	0.0520986675
233	0.05184734667
234	0.05163616121
235	0.05151186235
236	0.0513912211
237	0.05096280515
238	0.05061300498
239	0.0505110842
240	0.05028318727
241	0.05002891079
242	0.04978987478
243	0.0496336409
244	0.04945827421
245	0.04912512477
246	0.04892111482
247	0.04869633905
248	0.04850509825
249	0.04837850474
250	0.04815255204
251	0.04797476514
252	0.04786313928
253	0.04764397638
254	0.04738426554
255	0.04710150962
256	0.04692114491
257	0.04676000234
258	0.04654264823
259	0.04642948559
260	0.04624267201
261	0.04615495361
262	0.04591117746
263	0.04573728952
264	0.04555512304
265	0.04541525812
266	0.04529214672
267	0.04504982179
268	0.04488171375
269	0.04465503048
270	0.04448978165
271	0.04433328247
272	0.04414272105
273	0.04400679905
274	0.04388217139
275	0.04372347875
276	0.04357359937
277	0.04340405789
278	0.04320006926
279	0.04301763628
280	0.04288743193
281	0.04280605273
282	0.04266252314
283	0.04248279121
284	0.04240171685
285	0.04232480816
286	0.04219325262
287	0.04207436928
288	0.04190497243
289	0.0417445237
290	0.04166348893
291	0.04153048694
292	0.04144501358
293	0.04122882917
294	0.0411063227
295	0.04094626224
296	0.04079310641
297	0.0406391474
298	0.04040734418
299	0.04032366061
300	0.0401229523
301	0.04000543979
302	0.03977645514
303	0.03959472777
304	0.03947524347
305	0.03933346074
306	0.0390788324
307	0.03890520797
308	0.03873154738
309	0.03855805963
310	0.03839448035
311	0.03832254587
312	0.03824120676
313	0.03808896766
314	0.03800860992
315	0.03794030801
316	0.03775704745
317	0.03765730621
318	0.03759309745
319	0.03746909185
320	0.03734278648
321	0.03710840378
322	0.03702241047
323	0.03691436916
324	0.03680998568
325	0.03670092194
326	0.03662884405
327	0.03650606706
328	0.03646175218
329	0.03637165552
330	0.03626237175
331	0.03608346567
332	0.03599109876
333	0.03590479382
334	0.03581470201
335	0.03574213856
336	0.03568123847
337	0.03552439249
338	0.03539560795
339	0.03529964285
340	0.03523680867
341	0.03511723202
342	0.03502311968
343	0.03492262276
344	0.03483667648
345	0.0347052524
346	0.03465181417
347	0.03455140905
348	0.03447199405
349	0.03441405836
350	0.03427043671
351	0.034200295
352	0.03404190048
353	0.03391197476
354	0.0338691783
355	0.03377295576
356	0.03370113442
357	0.03363177506
358	0.03355596015
359	0.03346522129
360	0.03330604876
361	0.03316610697
362	0.03310822987
363	0.03297975003
364	0.03281060963
365	0.03273304427
366	0.03262364636
367	0.03250762701
368	0.03238324469
369	0.03225785466
370	0.03215418941
371	0.03207059147
372	0.03196310696
373	0.03186369616
374	0.03180617276
375	0.03167522658
376	0.03157107698
377	0.0314598386
378	0.03141462134
379	0.03131341865
380	0.03123442583
381	0.03119919783
382	0.03110252144
383	0.03103488345
384	0.03091006113
385	0.03080058709
386	0.0307080481
387	0.03066607479
388	0.03062000935
389	0.03058748411
390	0.03043682547
391	0.03036482394
392	0.03032667313
393	0.03024213687
394	0.03018469687
395	0.03003325288
396	0.02995277033
397	0.02987018656
398	0.0296827153
399	0.0295801612
400	0.02951429185
401	0.02944515206
402	0.02936881101
403	0.02928382458
404	0.0292380823
405	0.02913061389
406	0.02908909207
407	0.02896588956
408	0.02893225721
409	0.02891045899
410	0.02881890507
411	0.02874118434
412	0.02866113785
413	0.02861966692
414	0.02856109006
415	0.02851204664
416	0.02840925219
417	0.02833174826
418	0.02826312058
419	0.02817054286
420	0.02810466118
421	0.02806673974
422	0.0279970048
423	0.02796024791
424	0.02792233828
425	0.02789759384
426	0.0278437461
427	0.02776761975
428	0.02767593408
429	0.02762767187
430	0.02759508663
431	0.02751468411
432	0.02748670239
433	0.02746986836
434	0.02739372659
435	0.0272927169
436	0.0271978816
437	0.02716883572
438	0.02709941249
439	0.02708069952
440	0.02699558055
441	0.02695254968
442	0.02689718043
443	0.02686563696
444	0.0267970142
445	0.02671777584
446	0.02665592576
447	0.02663421488
448	0.02657037918
449	0.02651097608
450	0.02644140881
451	0.02633978714
452	0.02628640391
453	0.02623747531
454	0.02610754373
455	0.02605974147
456	0.02604533022
457	0.02601109759
458	0.02594549864
459	0.02587724506
460	0.02581874463
461	0.02574732725
462	0.02567129771
463	0.02558097552
464	0.02551615025
465	0.02542189715
466	0.02538789041
467	0.02533154113
468	0.02530019108
469	0.02522013906
470	0.02520778697
471	0.0251255251
472	0.02510500192
473	0.02505430824
474	0.02498226966
475	0.02493049194
476	0.02491028042
477	0.02486397198
478	0.02481854785
479	0.02477125811
480	0.02469659406
481	0.02466236355
482	0.02458274039
483	0.02450090758
484	0.0244410834
485	0.02436301687
486	0.02431861158
487	0.02422677473
488	0.02417863286
489	0.02409163486
490	0.02403906947
491	0.02396230347
492	0.02394681863
493	0.02388191417
494	0.02384260125
495	0.02378119869
496	0.02371927917
497	0.02368929812
498	0.02365213768
499	0.02359408405
500	0.02353550175
501	0.02349015883
502	0.02344106333
503	0.02341304206
504	0.02337889417
505	0.02332825128
506	0.0233020341
507	0.02326137409
508	0.02319939112
509	0.02315425931
510	0.0231122415
511	0.02304526368
512	0.02303334401
513	0.0229694475
514	0.02289118376
515	0.02281586223
516	0.0227549309
517	0.02272335748
518	0.02270454678
519	0.02262393489
520	0.02259040256
521	0.02250583188
522	0.02246703081
523	0.02239732339
524	0.0223589608
525	0.02230500912
526	0.02219223319
527	0.02215329216
528	0.02206403565
529	0.02201302038
530	0.02197803901
531	0.02193322301
532	0.02187838144
533	0.02184145183
534	0.02178802017
535	0.02176714827
536	0.02172171698
537	0.02166197771
538	0.0216155631
539	0.0215522208
540	0.02150056202
541	0.0214761267
542	0.0214171539
543	0.02139108807
544	0.02137194118
545	0.02132411896
546	0.02125539307
547	0.02121895515
548	0.02114282985
549	0.02107147126
550	0.02101582738
551	0.02100156307
552	0.02093939129
553	0.02090442569
554	0.02085189242
555	0.02080105542
556	0.02073226904
557	0.02067839238
558	0.02062094469
559	0.02058493321
560	0.02056186539
561	0.02053166326
562	0.02050617629
563	0.02046089946
564	0.02043606685
565	0.02038796976
566	0.02027787409
567	0.0202510995
568	0.02021304144
569	0.02016886956
570	0.02012271756
571	0.0200928849
572	0.02007286227
573	0.02001482714
574	0.01995441627
575	0.01990644633
576	0.01986315859
577	0.01982528151
578	0.01978101233
579	0.01974166876
580	0.01972633453
581	0.01967033379
582	0.01964010487
583	0.01959601843
584	0.01953034751
585	0.0194962679
586	0.01946565802
587	0.01942059112
588	0.0193902431
589	0.01935907591
590	0.01930820609
591	0.01928969265
592	0.01923898274
593	0.01920415353
594	0.01917889464
595	0.01915148794
596	0.01910211438
597	0.01904011796
598	0.01898420084
599	0.01892193038
600	0.01890565499
601	0.01884099329
602	0.01881381616
603	0.01876526609
604	0.01873220908
605	0.01867877313
606	0.01862038073
607	0.01859320932
608	0.01858342101
609	0.01856206597
610	0.01854152293
611	0.01852534519
612	0.01849401903
613	0.01844975349
614	0.01841233762
615	0.01837110246
616	0.01835044575
617	0.01830850931
618	0.01825439743
619	0.0181926828
620	0.01815212314
621	0.01812606602
622	0.01810665
623	0.01806998922
624	0.01804814033
625	0.01802672253
626	0.01798781043
627	0.01793021648
628	0.01788564175
629	0.01785174123
630	0.01779410648
631	0.01777857144
632	0.01774651034
633	0.01772400072
634	0.01769421591
635	0.01766846857
636	0.01764085432
637	0.01761752407
638	0.01759890278
639	0.01755501938
640	0.0175297625
641	0.01751263234
642	0.01749453718
643	0.01740935422
644	0.01739574987
645	0.0173606309
646	0.01734031238
647	0.01731008383
648	0.01727636529
649	0.01725548315
650	0.01723770404
651	0.01722635528
652	0.01719305646
653	0.01712428258
654	0.01710923187
655	0.01708663499
656	0.01701928249
657	0.01699147261
658	0.01696216491
659	0.01693197046
660	0.01691032667
661	0.01686471515
662	0.01682703929
663	0.01680086653
664	0.01677120169
665	0.01674112051
666	0.01672378469
667	0.01668954062
668	0.01665945593
669	0.01663147997
670	0.0166107565
671	0.01658299946
672	0.01655269361
673	0.01652061404
674	0.01648924466
675	0.01647243004
676	0.01644854911
677	0.01640153723
678	0.01638105624
679	0.01633622173
680	0.01631158232
681	0.01627889823
682	0.01625586842
683	0.01622804225
684	0.01620448757
685	0.01615511563
686	0.01614478827
687	0.016098857
688	0.01604311219
689	0.01599107992
690	0.01596131068
691	0.01595010981
692	0.01592225539
693	0.01588117122
694	0.01584212713
695	0.01581233339
696	0.01577065524
697	0.01574169289
698	0.01571508269
699	0.01566961016
700	0.01563520099
701	0.01560686869
702	0.01557479064
703	0.01555522579
704	0.01552073297
705	0.01548973952
706	0.01546553231
707	0.01543855002
708	0.01541966514
709	0.01540074382
710	0.01536005792
711	0.01534017454
712	0.01532325078
713	0.01529992085
714	0.01526818424
715	0.01524976643
716	0.01522538154
717	0.01521518289
718	0.01516798424
719	0.01515429186
720	0.01512324007
721	0.01511131697
722	0.01508282651
723	0.01505922972
724	0.01501868456
725	0.01497805024
726	0.01495036039
727	0.01492721531
728	0.01489709947
729	0.01487116333
730	0.01483253743
731	0.01481778958
732	0.01479156913
733	0.01476882203
734	0.01475651195
735	0.01473166261
736	0.01471456545
737	0.01467163955
738	0.01466269831
739	0.01462637301
740	0.01456784839
741	0.01454839545
742	0.01453205159
743	0.01449733963
744	0.01447070297
745	0.01443026921
746	0.01441219848
747	0.01439015851
748	0.014369757
749	0.01434371637
750	0.01430462612
751	0.01428853066
752	0.01427262916
753	0.01426306453
754	0.01423389878
755	0.01419120405
756	0.01416591382
757	0.01413685405
758	0.01411001343
759	0.01409111503
760	0.0140671032
761	0.01405942011
762	0.01404378309
763	0.01402104691
764	0.01399632661
765	0.01397807836
766	0.01395358558
767	0.0139392762
768	0.01393142568
769	0.01391814877
770	0.01389037586
771	0.01386072818
772	0.01384285619
773	0.01383061796
774	0.01381229827
775	0.01379046586
776	0.01376722867
777	0.01374642365
778	0.01371011321
779	0.01368055365
780	0.0136667858
781	0.01365703735
782	0.01364463014
783	0.01362313657
784	0.01360623641
785	0.01359063015
786	0.0135396419
787	0.01351548783
788	0.01350246955
789	0.01349146991
790	0.0134736685
791	0.01345850263
792	0.01342365599
793	0.01341218834
794	0.01340123408
795	0.01338789725
796	0.01336554048
797	0.01335624464
798	0.01333262285
799	0.01331947002
800	0.01330187531
801	0.0132840167
802	0.01323733697
803	0.01322340569
804	0.01319815587
805	0.01316911676
806	0.01314892057
807	0.01312686355
808	0.01310950729
809	0.01306702362
810	0.01304519423
811	0.01301113563
812	0.0129897193
813	0.01297144668
814	0.0129477676
815	0.01292029451
816	0.012902864
817	0.01289004154
818	0.01286289452
819	0.0128580036
820	0.01283655373
821	0.01281754483
822	0.01278695076
823	0.01274801801
824	0.01270653306
825	0.01267769662
826	0.01266087673
827	0.0126489303
828	0.01263129381
829	0.01261705554
830	0.01259066338
831	0.01257251651
832	0.01254945726
833	0.01253412802
834	0.01250929196
835	0.01248400691
836	0.01247117831
837	0.01245472568
838	0.01244767742
839	0.01242365837
840	0.01241043342
841	0.01238859738
842	0.01236598329
843	0.01234583973
844	0.01232968572
845	0.01231929042
846	0.01230153317
847	0.01228025662
848	0.01226024086
849	0.01223929115
850	0.01221465718
851	0.01219795774
852	0.01217694098
853	0.01216574597
854	0.01215301474
855	0.01213214776
856	0.01211452056
857	0.01209685997
858	0.0120666231
859	0.01205561681
860	0.01203895017
861	0.01202710799
862	0.01201507694
863	0.01200547485
864	0.01199833713
865	0.01197961013
866	0.01196601013
867	0.01193297221
868	0.01191609903
869	0.01190462703
870	0.011874032
871	0.0118453282
872	0.01183261463
873	0.01180540586
874	0.01179086195
875	0.01177589257
876	0.01175513685
877	0.01171256571
878	0.01170100304
879	0.011684456
880	0.01167012805
881	0.01165127941
882	0.01163368626
883	0.01161878572
884	0.01160570636
885	0.01158065319
886	0.01156604149
887	0.01155285758
888	0.0115396027
889	0.0115101012
890	0.01150243733
891	0.0114806555
892	0.01147127875
893	0.01145031538
894	0.01143922239
895	0.01141971226
896	0.0114025167
897	0.01138629557
898	0.0113701859
899	0.01135635119
900	0.01133346983
901	0.01132078824
902	0.01130683161
903	0.01128876851
904	0.01128074679
905	0.01126296222
906	0.0112511135
907	0.01123265919
908	0.01122281259
909	0.01120991697
910	0.01119473428
911	0.01116671645
912	0.01114369218
913	0.01112942583
914	0.01111119855
915	0.01109358759
916	0.01108286842
917	0.01106941154
918	0.01104806123
919	0.01100674677
920	0.01098527219
921	0.01097512917
922	0.01096115041
923	0.01094207566
924	0.01092960525
925	0.01091635893
926	0.01088743345
927	0.01086827685
928	0.01086060304
929	0.01085603468
930	0.01083692883
931	0.01081726173
932	0.01081434583
933	0.01078112686
934	0.01077296612
935	0.01075274487
936	0.01074160566
937	0.01073642051
938	0.01072471485
939	0.01071293317
940	0.0107015317
941	0.01069064366
942	0.01068006607
943	0.01067171425
944	0.01065051991
945	0.01063521335
946	0.01061151888
947	0.01059298789
948	0.01057167625
949	0.0105590063
950	0.01051845662
951	0.01049014537
952	0.01047853444
953	0.01047094212
954	0.0104603615
955	0.0104381095
956	0.01041670638
957	0.01040739311
958	0.01039608006
959	0.01038790296
960	0.0103784943
961	0.01036847528
962	0.01034505651
963	0.01033093867
964	0.01031545859
965	0.01030661644
966	0.0102947373
967	0.01028077507
968	0.01026872767
969	0.0102587557
970	0.0102456022
971	0.0102236161
972	0.01021620021
973	0.01020471558
974	0.01018650534
975	0.01017329693
976	0.01016829278
977	0.01015518537
978	0.01014381175
979	0.01012244009
980	0.01011181069
981	0.0101066242
982	0.01009571158
983	0.01008636627
984	0.01007950269
985	0.01006187774
986	0.01004597552
987	0.01002778326
988	0.01001574656
989	0.009996246231
990	0.009980009226
991	0.009962265807
992	0.009946354787
993	0.009933242961
994	0.009921794341
995	0.009906712386
996	0.009890642507
997	0.009867972763
998	0.009856926429
999	0.009843237625
